language,original_index,text,transcription_base,transcription_ft,sentiment_base,confidence_base,reasoning_base,sentiment_ft,confidence_ft,reasoning_ft
TWI,21,"Ɛyɛ a na wɔsere mmabaa no, ɛne sɛnea ɛwɔ sɛ yɛyɛ wɔn. Sɛ me ne wɔn anyɛ bi a, wɔbɛma me din. Ɛyɛ a na ayɛ sɛ nea wapo me no. Megyedi saa. Ɛyɛ wɔn sɛ wo yɛ barima no kyerɛ sɛ wowɔ tumi wɔ obi so","Ayah nak wasir mara awan, nesennya wasir yang yang, semam noan nyebia, obama medin. Ayah nak sesennya apa pemenang, menjadi sa. Ayah on say, oh ya bermainan cecet, u tu mi ubisu.","ayi ana wɔ Seraia baa wɔn a, Enieserɛ wɔ sɛ yeyɛ wɔn. Semam noa Nnnyebia ɔbɛma me din. Eya na Yisania wɔapɔ me no. Medzi ɖi saa. Ɛyawɔn sɛ woyɛ bɛe manotse wòtu mí wòbisɔ.",Confused,0.3,"The provided transcription is not in Twi as indicated and consists of incoherent, fragmented words that seem to mix phonetic approximations of multiple languages (e.g., 'Ayah', 'pemenang', and 'menjadi' are Indonesian/Malay, while 'Ayah on say' resembles broken English). Because the text lacks grammatical structure and semantic clarity, the only applicable emotion from the list that describes the state of the communication is 'Confused'.",Overwhelmed,0.65,"The transcription is fragmented and contains a mix of Twi and potentially Ewe (e.g., 'ɖi'). It references 'Seraia' (Isaiah) and a divine calling ('Enieserɛ' / God, 'ɔbɛma me din' / give me a name). The final sentences ('Ɛyawɔn sɛ woyɛ bɛe...', 'wòtu mí') suggest a sense of confusion or being pushed/driven, and 'Medzi ɖi saa' (in Ewe, 'dzidi' refers to anxiety or a burning heart). This combination of a spiritual calling and emotional distress is characteristic of feeling overwhelmed."
TWI,22,"Me ho ato me deda. Ebia yebetumi akasa afa sɛnea yebesi adi nnamfofoɔ nhyɛsoɔ so. Mepɛ sɛ meyɛ barima pa daakye, nanso ɛtɔ da a menhu kwan a mefa so. Yebɛsan ahyia bere sɛ yi bio o? Ɛyɛ. Ɛyɛ a na me maame redwendwen sɛ mammafie ntɛm a.",Mais moi tombe dedans. Et bien bêtement il a cassé ça. C'est nia. Et bien c'est dit et non vous pourrez chasser. Et personne ne y est bien ma papa dort. Non c'est tard là. Mais on croit à mes forces. Et bien c'est chier. Et bref c'est éboulement. Et y est. Aïe aina mais ma mère joue dans une salle ma fille est témâ.,"2 MEHOA 10. Ebiae be tumi akasa fa Senea yebɛsia ɖi ena foƒoɔ nhyɛ soɔ ho. Mepɛ Semie bɛma papa daa kye. Nansã tada, menhu kwan ame fa so. Yebɛsia ɛberɛ se ayare biemɔ o. Ɛyɛ, ayi ana memaa mere dzonnzonn se mamefie ntɛm ara.",Frustrated,0.75,"The text (which is actually in French, not Twi) contains phrases indicating annoyance and misfortune, such as 'bêtement il a cassé ça' (stupidly he broke that) and 'c'est chier' (it sucks/it's shitty), which strongly point toward frustration.",Hopeless,0.65,"The speaker uses phrases like 'menhu kwan' (I don't see the way/path) and mentions 'ayare' (sickness), which suggests they are facing a difficult situation and feel unable to find a solution or a way forward."
TWI,23,"Ɛyɛ a ɔka sɛ ɛyɛ me yie y3 nti, esiane sɛ yenni sika. Mesuro ante? Sɛ meware a, ɛdeɛn na ɛbɛto m’adesua? Sɛ menyɛm nso ɛ? Menyɛɛ ho ahoboa. M’adamfo Adwoa waree abrɛ a wanya mfe dunan.","Aye au cas où il me y a d'interes, et ça en serait ni s'il cas. Monsieur, on te, c'est ma worrya, et dès la bête madison, la mignon sourie, mignon roi houbois, Madame pour adoua, au revoir et brie, ou dit vie doux nain.","AYAƆ KASE 28. Misuro, ante. Sɛ mèwaree a, ɛdɛn na bɛtomaɖisia, na manyem soe, manya eho aho boaa. Madamfo adzoa, ɔwaree berɛ a wɔdi fie, Dunan.",Confused,0.4,"The transcription is incoherent and appears to be a fragmented mixture of broken French and nonsense words, despite being labeled as Twi. The lack of logical structure and clear meaning suggests a state of confusion or a failed transcription.",Afraid,0.95,"The speaker explicitly starts with 'Misuro,' which translates to 'I am afraid' or 'I fear,' expressing apprehension about the prospect of marriage."
TWI,24,Wɔnkasa da ɛmfa yɛ fahodie so anaa sɛnea yebesi ayɛ sɛ obi tiatia so a. Asɛ makaa. Mennim nsɛm a mesi ayɛ ako atia mpanimfo yi. Ɛyɛ a na ɛyɛ me sɛ ɛwɔ sɛ meso mu saa esiane sɛ me sua na mesan nso yɛ ɔbaa no nti.,"Wangkasa da M5F guru di so, anak senior, abc ayah seobietiati asua, asemaka. Mee ninsema mesjidia kuat tiang penifui. Ayah naya mesy, awas semisumu sah, sana se bisana besanya orang banty.","1 Wɔnkasa ɖa emfa yefaa ahudee so, Ana Asenai aebesi ayɛ sɛ omi tietia soa, Aserma ka. Menni nsɛm a, mèsiɖi akoa tia mpanyimfoɔ yi. Ayanai yɛ me sɛ ɛwɔ sɛ misoŋusaa hesan sɛ bisa na bɛsanyɔbaa nti.",Grateful,0.4,"The provided text is not in Twi, but appears to be a heavily distorted transcription of Indonesian or Malay. Keywords such as 'guru' (teacher), 'ayah' (father), and 'orang banty' (likely 'orang bantu' meaning 'people help') suggest a context of support and assistance, which most closely aligns with a feeling of gratitude.",Ashamed,0.75,"The speaker mentions being scolded or disciplined by the elders ('mèsiɖi akoa tia mpanyimfoɔ yi') and states 'Menni nsɛm a' (I have no words), which suggests a feeling of shame or submission following a reprimand."
TWI,25,"Maakye ante, biribiara da din. Esiane sɛ dwadie brɛ no ɛrehyɛ ase aba nti nneɛma ayɛ bututbutu wɔ fie. Mayɛ ante.","Marce ante biberada de in, essa ansiedade de Bruno é chassi abandono, nem aí bútico bútico eu ofiei, Marce ante","Matsa ante bibi aɖe din. Esiane se dwodee berɛ no reechi sia be nti no, ne ma ye butubutu ewɔ fie. Mayɛ, ante.",Anxious,0.7,"Although labeled as Twi, the transcription is actually a phonetic or poorly transcribed version of Portuguese. It explicitly contains the words 'ansiedade' (anxiety) and 'abandono' (abandonment), referring to 'Bruno's anxiety' being linked to abandonment.",Anxious,0.65,"The transcription, though phonetic and slightly distorted, contains key Twi phrases such as 'Esiane se' (Because) and 'ewɔ fie' (at home), alongside 'butubutu' (likely referring to 'boabutubutu', meaning to huddle or gather together). The speaker is providing a reason for a perceived disturbance ('dwodee') and suggesting that they stay or gather at home for safety, which is strongly indicative of anxiety or a need for security."
TWI,26,"Ampa, mmarima no bi wɔ hɔ a, wɔmmɔ nne mu, ɛreyɛ dũ wɔ wɔn ho so, ɛreyɛ den. Nanso mmaa no deɛ, wɔmmɔ ayɛ dinn ase sɛ yɛde mmra ahyɛ wɔn so. Me maame ɛtaa ka sɛ me nua baa no deɛ ne ho dwo, ɔtena fie, ɔboa aduane yɛ, ɔnkasa entia mpanimfoɔ.","Un pas, et même un objet hors, au moment où il est doux, là, au moment où il est dingue. Un so, et même un de, au moment où il est dingue, c'est, il est, et même un chômeur. Et même, être à cause, mais il y a beaucoup de gens qui ont joué, autant de filles, au bout du dernier, on casse une tienne pour.","Ampa, mɛramanu bi wɔ hɔ a ɔmonemuyi ɖu, na ɔmoho nso yeaden. Nso mmaa no de ɔma ye din ase yɛde mmerɛ asɔm woso. Mema me Etar kasa me nui abaanu ɖe ne ho dzro ɔtene fie, ɔbue dua nɛ ye, ɔŋkasẽntia ampe nyufuo.",Confused,0.6,"The text provided is not in Twi, but in fragmented French. The sentences are grammatically disjointed and nonsensical ('word salad'), which reflects a state of confusion or a lack of coherent thought/communication.",Sad,0.65,"The transcription is fragmented, but contains key phrases that suggest a melancholic family narrative. The speaker mentions a strong and knowledgeable relative ('ɔmonemuyi ɖu', 'ɔmoho nso yeaden') but contrasts this with a statement that women have brought the family name down ('mmaa no de ɔma ye din ase'), and mentions an elder sister's longing or desire for a home ('dzro ɔtene fie'). This combination of family shame and unmet desires indicates a sad or reflective emotional state."
TWI,27,"Ɛyɛ a medi kooko anɔpa, na afei medi banku ne ɛmoɔ awia sɛ mewɔ sika a. Ɛnyɛ saa. Me maame yɛ adwuma den paa. Nanso yedi nea yebetumi atɔ a, ɛyɛ aduane a ahoɔden wɔ mu. Mogya nte soɔ anaa?","Ayah, midi koko ano pas. Na fai midi banku, ene among air biasa musika. Enya sa, memang milik majin pas. Naunci di ni binti mi atau. Ah, etaye diannya ahong din rum. Modent sewa na.","Ɛyaa, medi koko a nɔpa? Na afei medi be nkum ene ame ewui ase mose kaa. Ɛnye saa, mɛma meyiedzuma deem paanaa, na nsueɖinii be tumi atɔ, a ɛtae yɛ ɖuane a ahoɖinwo mu. Mmɔ dzansuwo anaa.",Happy,0.4,"The speaker mentions eating traditional foods (koko and banku) and addressing their father ('Ayah'), which suggests a positive or content reporting of their day.",Sad,0.75,"The text contains keywords such as 'ewui' (death) and 'nsue' (tears), which are strong indicators of grief and sadness in Twi."
TWI,28,"Enti ɛnyɛ sɛ mesua biribi a ɛkyɛn me anaa, wei deɛ asɛ asedeɛ yi so o. Ɛyɛ me sɛ afei deɛ mate aseɛ deɛn nti a na m’ani nnye. Asɛ na mewɔ abɔnten bi a merehwɛ me ho bisaa no anaa? Ɛyɛ me sɛ mereyɛ yiye sen sɛnea na medwene no",Entendez ce mission biblique au chœur mia na. Eh ouais d'accord ça dirait souvent. Eh mais c'est a fait dire mati a c'est niente à ma ligne. A c'est na m voit bon c'est a mes chers mon bisse a na. Eh mais c'est mais y est y c'est en scène a ma journ.,Enti nye sɛ mesua bibi abe ɔtsrɛm me anaa. Ebed asa sede ayi Ɔsuon. Ɛyem me sɛ afei ɖe matease nientia na meni nnye. Aser na mewɔ abɔnti ame rehwɛ me ŋu Bisa anɔ anaa. Ɛyem me sɛ mereyeyi ʒii Sinusania na medwene.,Happy,0.45,"Although the transcription is fragmented and appears to be a phonetic representation of French rather than Twi, the presence of phrases like 'ouais d'accord' (yeah okay) and 'mes chers' (my dear), combined with the mention of a 'mission biblique' (biblical mission), suggests a positive, friendly, or spiritual context.",Overwhelmed,0.85,"The speaker describes feeling stressed ('ɔtsrɛm') by something they have learned, expresses a feeling of having to start over from a very small or basic level ('matease nientia'), and describes themselves sitting in a corner pondering their situation. This combination of mental stress, perceived regression, and uncertainty indicates a state of being overwhelmed."
TWI,29,"Ɛyɛ a na ɛyɛ me sɛ, da biara yɛdeɛ na obi ɛka kyerɛ yɛn nea ɛwɔ sɛ yɛyɛ. Ɛnaa sɛ woreka yɛn anim sɛ yɛnyɛ nea ɛwɔ sɛ yɛyɛ. Ɛyɛ me sɛ wei to asum mu nanso ɛtɔ da a ase obiara ɛmpɛ sɛ obɛtie deɛ ahia no.","Ayah ana yang meseh, dia ayah dia no bi catchin nyawa saya ya, anak saya kanyonim, saya nyawa saya ya. Ayah meseh waitasung, nansu etoda asa nyobian pesobeti nyinian.",". Ɛyae ane yemese ɖe bia yaɖe no rebia katsẽ nɛawo se yeye ana se wɔ ka yɛnim, sɛ yɛnye nɛawo se yeye. Ɛyemise wòe tasum ŋu. Nanso etɔɖaa ase nyo bia mpɛsawo bɛtie nie hia no.",Sad,0.75,"Despite the transcription being non-standard for Twi and containing words similar to Malay/Indonesian (e.g., 'anak saya' for my child, 'nyawa saya' for my life), the repetition of these terms and the fragmented structure suggest a lament or an expression of grief and emotional distress.",Confused,0.55,"The transcription is fragmented and contains phrasing that suggests searching for answers or trying to clarify a situation ('yemese' - I said, 'rebia' - asking/inquiring), which aligns with a state of confusion or uncertainty."
TWI,30,"Sɛ wonte saa a ɛyɛ wɔyɛ wo te sɛ nea worehwere biribi. Ɛyɛ me sɛ ɛyɛ nea yahu wɔ TV so anaa sini a ɛwɔ nwomtoɔ mu no ntia. Mpo maamafoɔ a wɔwɔ dwom no, ɛyɛ a na wɔreka sɛnea mmabaawa wɔ ho yɛ fɛ esiteɛ.",Saya orang tua saya orang tua saya senior oh she baby. Ayah saya ayah ni yang hobi TV so anak ni kat sini orang yang tu muntia. Impot maaf orang jumbo ayah anak orang senior emabawa orang yang fesyen.,"Sɛ wo nte saa, ayi a wɔyawɔ Senia, wòsrɛ bibi. Ɛyemɛ sɛ ɛyɛ nɛ a yehuwo tii vi so, anaa nɛate ewɔ si míewɔ nyuntumontia. Mpo, mamefoawo wodzom no, ayi ana wɔ ka Senia, mma baa wɔ hɔ yefɛ si tie.",Confused,0.3,"The transcription is highly incoherent and consists of fragmented words in Indonesian/Malay (incorrectly labeled as Twi). The lack of logical sentence structure and the random juxtaposition of terms like 'senior', 'baby', 'TV', and 'fashion' suggest a state of confusion or a failed transcription, making it impossible to discern a clear emotional state other than confusion.",Proud,0.75,"The speaker is praising the exceptional beauty of the women/girls in a specific place (Senia), stating that they are 'beautiful beyond measure' (yefɛ si tie). The tone suggests admiration and a sense of prestige or boasting about the attributes of the people from that location, which aligns most closely with the emotion of being proud."
TWI,31,"Mennim sɛ mpɔtam hɔ no nneɛma asesa anaa nti. Yoo, mɛbɔ me ho mmɔden. Mede tweredua ne nwoma ɛreyɛ mfonin wɔ sɛnea me mpɔtam hɔ no esi teɛ, beaeɛ a ɛbɛn dwom no, baabi a mmarima mpanimfoɔ no wɔtenatena no.","Pinis sa, mupotemong ano niya masasang ante, yung mga bawal mahunodin. Ah, mide tradya, ano yuma ay yung funin o sa niya mupotemong ano, esitie biyaay baye yung jumno, bai biyaay na man tiem pinipuno o tinatnano.","Ɛnni ŋu sɛ, mputem hɔ nɔ nɛ masesa a, ante, yoo mèbɔ me home mmɔden. Aa, mede Troedia, Ɛnnea nyoma, eye mfoni wòsɛneam ƒe mputem hɔ no, ɛsiti yia biara yea Bane ɖom no, bɛbia ayaa na mma nti ƒe mpanyimfo no wɔ tenetena no.",Confused,0.65,"The speaker uses frequent filler words ('ano') and fragmented sentence structures while attempting to explain restrictions ('bawal') and aspects of a woman's life ('biyaay baye'), indicating a struggle to articulate their thoughts clearly.",Anxious,0.65,"The speaker uses the phrase 'mèbɔ me home mmɔden' (I am trying my best/striving), which indicates a state of effort and pressure. The mention of 'mpanyimfo' (elders) further suggests a social or formal context where the speaker feels the need to perform or meet expectations, which is strongly associated with anxiety or feeling overwhelmed."
TWI,32,Mɛbɔ me ho mmɔden baako bio. Na ɔka kyerɛɛ me sɛ saa na nneɛma si teɛ. Na mesua sɛ mɛtete nneɛma bi ase. Saa? Mennim da.,et bon mais aujourd'hui parcouit donc à chaque me se ça n'a jamais existé non mais ça c'est même que tu n'aimes bien ça ça minimum,"Eboro mɛho mɔden pa akubi, nɔ ka tsɛ mese: Saa nane ma si tie. Na misa, sɛ mɛtete nɛmabiae ase, saa, minim da.",Frustrated,0.45,"The transcription is fragmented and appears to be poor ASR (Automatic Speech Recognition) of French rather than Twi. However, the phrases 'non mais' (no but) and 'ça n'a jamais existé' (it never existed) suggest a corrective or argumentative tone, which is most closely aligned with frustration or irritation.",Overwhelmed,0.85,"The speaker expresses that the situation has exceeded their strength ('Eboro mɛho mɔden') and mentions being tired ('misa'), indicating a state of emotional or physical exhaustion and feeling unable to cope further."
TWI,33,"Medwene sɛ ɛwɔ sɛ meyɛ ahwɛ yiye wɔ wɔn a megye wɔn tom sɛ me nnamfonom no. Saa nso, memfa nneɛma a ɛwɔ sɛ mede sie no mma obiara, ɛmfa ho sɛnea misi gye wo di. Ɛyɛ yɛkasa fa ho di ho fɛw. Nanso yɛnhyɛ da ntena ase sɛ ebia yɛka ho nneɛma ahia ne nneɛma a ɛyɛ hu fa ho.","Mais j'ai un se, et voici mais il a choisi, on a mais j'ai entendu me dire non, ça non mais en fait ni même voici me dit sinon, elle m'a obtiendra, enfin on sait ni si j'ai entendu. Et il y a quasiment et des hommes fous, ensuite il s'est dans notre se, et bien il y a quand on est on, ni même on y en a ni même on est fous.","Mègye nsɛ ɛwɔ se me yea hwe yii wɔn ame dzi wɔn ŋutum sɛ menam fonɔm. Saa nɔ memfa nɛ ameawo sɛ mede sie no, ɛma obiara, ɛmfa ho Senia mèsi dzi wɔn di. Ɛyia yɛ kasa fa ho ɖi ho fɛw, ɛnso yɛn hyɛ daa ntnaa sesẽ ebia yɛ ka ho ne ehu nɛ amea ehu hia na nɛ amea ehu ɛfa ho.",Confused,0.7,"Although labeled as Twi, the text is actually fragmented and grammatically incorrect French. The disjointed sentence structure, repetitive phrasing, and lack of a coherent narrative suggest a state of disorientation and confusion.",Sad,0.7,"The text (which appears to be Ewe rather than Twi) discusses hardship ('sesẽ') and distress or fear ('ehu'), describing a persistent state of struggle and the emotional burden of dealing with difficult situations, which aligns with a sad or distressed sentiment."
TWI,34,"Mmabaawa bi a wɔ me sukuu mu, wɔde ntoma dada ebinom so de pad sɛ wɔbɛtumi atɔ a, abinom nso de toilet roll. Meka akyerɛ wɔn, ɛtɔ da wɔnni sika a wɔde bɛtɔ pad. Enti ɛyɛ wɔn sɛ wɔbɛtumi de paper ayɛ. Na wɔbɛyɛ dɛn ato atwene?","Emapa awak biwun isu kumua, orden tomadada. Ebe muncul de pad, semu bentimiatah. Ebe muncul ada toilet ruh, macam cewon. Etodah, wni sikau wadabetapad. Encik ayah onse, ubetimia yusu paper. Enai. Na ubedanat wacene.","Mmabaa wɔ Abimelek suku mu a wɔde ntomadada, ebi nu nso de Pad sɔmubɛtimiatɔa, ebi nu nso ede Torelleturo, mɛka kyerɛ wɔn. Ɛtɔ daa wòni sika wɔ ɖe Betɔ Pad. Eti ɛyɛ wɔn sɛ wòbɛtimi ayi su Pepra, ena ayɛ. Na wobae ɖe atɔa kye nɛ.",Confused,0.5,"The transcription is highly fragmented and contains words from Malay/Indonesian (e.g., 'muncul' meaning appear, 'ayah' meaning father, 'macam' meaning like) despite being labeled as Twi. The speaker describes things 'appearing' (muncul) in odd contexts (toilet, pads, tissue paper), which suggests a disjointed observation of a strange or unclear situation, best aligned with a state of confusion.",Sad,0.85,"The text describes a distressing situation where schoolgirls are unable to afford sanitary pads and are forced to use toilet rolls or other makeshift materials due to poverty, highlighting a sense of hardship and struggle."
